,detail_id,transaction_id,item_id,quantity
3735,3735,T0000003667,S002,1
3736,3736,T0000003668,S002,1
3737,3737,T0000003669,S001,2
3738,3738,T0000003670,S004,1
3739,3739,T0000003671,S001,1
3740,3740,T0000003672,S001,1
3741,3741,T0000003673,S001,1
3742,3742,T0000003674,S001,1
3743,3743,T0000003675,S001,1
3744,3744,T0000003676,S005,1
3745,3745,T0000003677,S003,1
3746,3746,T0000003678,S002,1
3747,3747,T0000003679,S002,1
3748,3748,T0000003680,S003,1
3749,3749,T0000003681,S001,1
3750,3750,T0000003682,S003,1
3751,3751,T0000003683,S002,1
3752,3752,T0000003684,S002,1
3753,3753,T0000003685,S004,1
3754,3754,T0000003686,S002,2
3755,3755,T0000003687,S002,1
3756,3756,T0000003688,S001,2
3757,3757,T0000003689,S001,1
3758,3758,T0000003690,S001,1
3759,3759,T0000003691,S005,1
3760,3760,T0000003692,S001,1
3761,3761,T0000003693,S001,4
3762,3762,T0000003694,S004,1
3763,3763,T0000003695,S002,1
3764,3764,T0000003696,S004,1
3765,3765,T0000003697,S003,1
3766,3766,T0000003697,S004,1
3767,3767,T0000003698,S001,1
3768,3768,T0000003699,S002,1
3769,3769,T0000003700,S004,1
3770,3770,T0000003701,S005,1
3771,3771,T0000003702,S005,1
3772,3772,T0000003703,S002,1
3773,3773,T0000003704,S001,2
3774,3774,T0000003705,S002,1
3775,3775,T0000003706,S001,1
3776,3776,T0000003707,S001,1
3777,3777,T0000003708,S003,1
3778,3778,T0000003709,S003,1
3779,3779,T0000003710,S002,1
3780,3780,T0000003711,S002,1
3781,3781,T0000003711,S005,1
3782,3782,T0000003712,S001,1
3783,3783,T0000003713,S001,1
3784,3784,T0000003714,S005,1
3785,3785,T0000003715,S003,1
3786,3786,T0000003716,S001,1
3787,3787,T0000003717,S003,1
3788,3788,T0000003718,S005,1
3789,3789,T0000003719,S002,1
3790,3790,T0000003720,S005,1
3791,3791,T0000003721,S002,1
3792,3792,T0000003722,S002,1
3793,3793,T0000003723,S001,1
3794,3794,T0000003724,S003,1
3795,3795,T0000003725,S001,1
3796,3796,T0000003726,S002,1
3797,3797,T0000003727,S002,1
3798,3798,T0000003728,S001,2
3799,3799,T0000003729,S005,1
3800,3800,T0000003730,S005,1
3801,3801,T0000003731,S001,1
3802,3802,T0000003732,S003,1
3803,3803,T0000003733,S002,1
3804,3804,T0000003734,S005,1
3805,3805,T0000003735,S002,2
3806,3806,T0000003736,S002,1
3807,3807,T0000003737,S005,1
3808,3808,T0000003738,S005,1
3809,3809,T0000003739,S001,1
3810,3810,T0000003740,S003,1
3811,3811,T0000003741,S002,1
3812,3812,T0000003742,S002,1
3813,3813,T0000003743,S001,1
3814,3814,T0000003744,S001,1
3815,3815,T0000003745,S001,1
3816,3816,T0000003746,S003,1
3817,3817,T0000003746,S005,1
3818,3818,T0000003747,S004,1
3819,3819,T0000003748,S004,1
3820,3820,T0000003749,S004,1
3821,3821,T0000003750,S002,1
3822,3822,T0000003751,S001,1
3823,3823,T0000003752,S003,1
3824,3824,T0000003753,S002,1
3825,3825,T0000003754,S002,3
3826,3826,T0000003754,S005,2
3827,3827,T0000003755,S001,2
3828,3828,T0000003756,S001,1
3829,3829,T0000003757,S003,1
3830,3830,T0000003758,S001,1
3831,3831,T0000003759,S002,1
3832,3832,T0000003760,S001,2
3833,3833,T0000003761,S003,1
3834,3834,T0000003762,S001,1
3835,3835,T0000003763,S001,1
3836,3836,T0000003764,S005,1
3837,3837,T0000003765,S003,1
3838,3838,T0000003766,S003,1
3839,3839,T0000003767,S002,1
3840,3840,T0000003768,S003,1
3841,3841,T0000003769,S001,2
3842,3842,T0000003770,S001,1
3843,3843,T0000003771,S002,1
3844,3844,T0000003772,S004,1
3845,3845,T0000003773,S004,1
3846,3846,T0000003774,S003,1
3847,3847,T0000003775,S001,1
3848,3848,T0000003776,S002,2
3849,3849,T0000003777,S002,1
3850,3850,T0000003778,S001,1
3851,3851,T0000003779,S005,1
3852,3852,T0000003780,S001,1
3853,3853,T0000003781,S002,1
3854,3854,T0000003781,S005,1
3855,3855,T0000003782,S003,1
3856,3856,T0000003783,S003,1
3857,3857,T0000003783,S004,1
3858,3858,T0000003784,S001,1
3859,3859,T0000003785,S005,1
3860,3860,T0000003786,S003,1
3861,3861,T0000003787,S005,2
3862,3862,T0000003788,S004,1
3863,3863,T0000003789,S005,1
3864,3864,T0000003790,S003,1
3865,3865,T0000003791,S001,1
3866,3866,T0000003792,S004,1
3867,3867,T0000003793,S005,1
3868,3868,T0000003794,S002,1
3869,3869,T0000003795,S005,1
3870,3870,T0000003796,S002,1
3871,3871,T0000003797,S005,1
3872,3872,T0000003798,S005,1
3873,3873,T0000003799,S001,1
3874,3874,T0000003800,S002,1
3875,3875,T0000003801,S005,1
3876,3876,T0000003802,S005,1
3877,3877,T0000003803,S004,1
3878,3878,T0000003804,S004,1
3879,3879,T0000003805,S001,1
3880,3880,T0000003806,S003,1
3881,3881,T0000003807,S003,1
3882,3882,T0000003808,S002,3
3883,3883,T0000003808,S005,1
3884,3884,T0000003809,S001,1
3885,3885,T0000003810,S002,2
3886,3886,T0000003811,S003,1
3887,3887,T0000003812,S001,1
3888,3888,T0000003813,S004,1
3889,3889,T0000003814,S002,1
3890,3890,T0000003815,S005,1
3891,3891,T0000003816,S005,1
3892,3892,T0000003817,S002,1
3893,3893,T0000003818,S002,1
3894,3894,T0000003819,S001,1
3895,3895,T0000003820,S003,1
3896,3896,T0000003821,S005,1
3897,3897,T0000003822,S002,1
3898,3898,T0000003823,S002,1
3899,3899,T0000003824,S003,1
3900,3900,T0000003825,S001,1
3901,3901,T0000003826,S001,2
3902,3902,T0000003827,S002,1
3903,3903,T0000003828,S005,1
3904,3904,T0000003829,S005,1
3905,3905,T0000003830,S002,1
3906,3906,T0000003831,S002,1
3907,3907,T0000003832,S005,1
3908,3908,T0000003833,S001,1
3909,3909,T0000003834,S001,1
3910,3910,T0000003835,S005,1
3911,3911,T0000003836,S004,1
3912,3912,T0000003837,S001,1
3913,3913,T0000003838,S003,1
3914,3914,T0000003839,S005,1
3915,3915,T0000003840,S004,1
3916,3916,T0000003841,S004,2
3917,3917,T0000003841,S005,1
3918,3918,T0000003842,S003,1
3919,3919,T0000003843,S001,2
3920,3920,T0000003844,S002,1
3921,3921,T0000003845,S002,1
3922,3922,T0000003846,S001,1
3923,3923,T0000003846,S005,1
3924,3924,T0000003847,S002,1
3925,3925,T0000003848,S001,1
3926,3926,T0000003849,S001,1
3927,3927,T0000003850,S001,1
3928,3928,T0000003851,S001,3
3929,3929,T0000003852,S005,1
3930,3930,T0000003853,S001,1
3931,3931,T0000003854,S004,1
3932,3932,T0000003855,S001,3
3933,3933,T0000003856,S001,1
3934,3934,T0000003857,S002,1
3935,3935,T0000003858,S003,1
3936,3936,T0000003859,S003,1
3937,3937,T0000003860,S001,1
3938,3938,T0000003861,S005,1
3939,3939,T0000003862,S001,1
3940,3940,T0000003863,S001,2
3941,3941,T0000003864,S005,1
3942,3942,T0000003864,S005,1
3943,3943,T0000003865,S005,1
3944,3944,T0000003866,S001,1
3945,3945,T0000003867,S001,2
3946,3946,T0000003868,S005,1
3947,3947,T0000003869,S001,1
3948,3948,T0000003870,S004,1
3949,3949,T0000003871,S005,1
3950,3950,T0000003872,S003,1
3951,3951,T0000003873,S005,1
3952,3952,T0000003874,S005,1
3953,3953,T0000003875,S005,1
3954,3954,T0000003876,S005,1
3955,3955,T0000003877,S002,1
3956,3956,T0000003878,S004,1
3957,3957,T0000003879,S001,1
3958,3958,T0000003880,S005,1
3959,3959,T0000003881,S002,1
3960,3960,T0000003882,S004,1
3961,3961,T0000003883,S002,1
3962,3962,T0000003884,S005,1
3963,3963,T0000003884,S005,1
3964,3964,T0000003885,S001,3
3965,3965,T0000003886,S003,1
3966,3966,T0000003887,S001,3
3967,3967,T0000003887,S002,1
3968,3968,T0000003888,S005,1
3969,3969,T0000003888,S001,1
3970,3970,T0000003889,S005,1
3971,3971,T0000003890,S003,1
3972,3972,T0000003891,S002,1
3973,3973,T0000003892,S001,1
3974,3974,T0000003893,S005,1
3975,3975,T0000003894,S001,1
3976,3976,T0000003895,S005,1
3977,3977,T0000003896,S003,1
3978,3978,T0000003897,S005,1
3979,3979,T0000003898,S002,1
3980,3980,T0000003899,S002,1
3981,3981,T0000003900,S004,1
3982,3982,T0000003901,S001,3
3983,3983,T0000003902,S001,1
3984,3984,T0000003903,S004,1
3985,3985,T0000003904,S002,1
3986,3986,T0000003905,S001,4
3987,3987,T0000003906,S005,1
3988,3988,T0000003907,S001,2
3989,3989,T0000003908,S001,1
3990,3990,T0000003909,S002,2
3991,3991,T0000003910,S001,1
3992,3992,T0000003911,S001,2
3993,3993,T0000003912,S004,1
3994,3994,T0000003913,S001,1
3995,3995,T0000003914,S001,2
3996,3996,T0000003915,S005,1
3997,3997,T0000003916,S002,2
3998,3998,T0000003917,S003,1
3999,3999,T0000003918,S003,1
4000,4000,T0000003919,S004,1
4001,4001,T0000003919,S001,1
4002,4002,T0000003920,S001,1
4003,4003,T0000003921,S002,2
4004,4004,T0000003922,S001,1
4005,4005,T0000003923,S001,3
4006,4006,T0000003924,S001,1
4007,4007,T0000003925,S002,3
4008,4008,T0000003926,S001,3
4009,4009,T0000003927,S004,1
4010,4010,T0000003928,S001,1
4011,4011,T0000003929,S005,1
4012,4012,T0000003930,S003,1
4013,4013,T0000003931,S001,1
4014,4014,T0000003932,S004,1
4015,4015,T0000003933,S002,1
4016,4016,T0000003934,S002,1
4017,4017,T0000003935,S003,1
4018,4018,T0000003936,S004,1
4019,4019,T0000003937,S002,1
4020,4020,T0000003938,S005,1
4021,4021,T0000003939,S002,1
4022,4022,T0000003940,S005,1
4023,4023,T0000003941,S005,1
4024,4024,T0000003942,S002,3
4025,4025,T0000003943,S002,1
4026,4026,T0000003944,S004,1
4027,4027,T0000003945,S004,1
4028,4028,T0000003946,S001,2
4029,4029,T0000003947,S001,2
4030,4030,T0000003948,S005,1
4031,4031,T0000003949,S001,1
4032,4032,T0000003950,S001,1
4033,4033,T0000003951,S004,1
4034,4034,T0000003952,S002,1
4035,4035,T0000003953,S002,1
4036,4036,T0000003954,S005,1
4037,4037,T0000003955,S004,1
4038,4038,T0000003955,S001,3
4039,4039,T0000003956,S002,1
4040,4040,T0000003956,S003,1
4041,4041,T0000003957,S003,1
4042,4042,T0000003958,S004,1
4043,4043,T0000003959,S005,1
4044,4044,T0000003960,S004,1
4045,4045,T0000003960,S001,1
4046,4046,T0000003961,S001,1
4047,4047,T0000003962,S001,1
4048,4048,T0000003963,S001,1
4049,4049,T0000003964,S005,1
4050,4050,T0000003965,S001,1
4051,4051,T0000003966,S001,4
4052,4052,T0000003967,S004,1
4053,4053,T0000003968,S005,1
4054,4054,T0000003969,S003,1
4055,4055,T0000003970,S005,1
4056,4056,T0000003971,S005,1
4057,4057,T0000003972,S004,1
4058,4058,T0000003973,S004,1
4059,4059,T0000003974,S005,1
4060,4060,T0000003975,S002,1
4061,4061,T0000003976,S002,2
4062,4062,T0000003977,S001,3
4063,4063,T0000003978,S001,1
4064,4064,T0000003979,S003,1
4065,4065,T0000003980,S002,1
4066,4066,T0000003981,S002,1
4067,4067,T0000003982,S001,1
4068,4068,T0000003983,S003,1
4069,4069,T0000003984,S002,1
4070,4070,T0000003985,S003,1
4071,4071,T0000003986,S004,1
4072,4072,T0000003987,S002,2
4073,4073,T0000003988,S001,1
4074,4074,T0000003989,S002,1
4075,4075,T0000003990,S005,1
4076,4076,T0000003990,S005,1
4077,4077,T0000003991,S002,1
4078,4078,T0000003992,S004,1
4079,4079,T0000003993,S002,2
4080,4080,T0000003994,S004,1
4081,4081,T0000003995,S001,2
4082,4082,T0000003996,S004,1
4083,4083,T0000003997,S003,1
4084,4084,T0000003998,S002,1
4085,4085,T0000003999,S004,1
4086,4086,T0000004000,S001,1
4087,4087,T0000004001,S005,1
4088,4088,T0000004002,S005,1
4089,4089,T0000004003,S002,1
4090,4090,T0000004004,S004,1
4091,4091,T0000004005,S001,1
4092,4092,T0000004006,S001,1
4093,4093,T0000004007,S005,1
4094,4094,T0000004008,S001,1
4095,4095,T0000004009,S005,1
4096,4096,T0000004010,S004,1
4097,4097,T0000004011,S001,1
4098,4098,T0000004012,S005,1
4099,4099,T0000004013,S005,1
4100,4100,T0000004014,S005,1
4101,4101,T0000004015,S002,1
4102,4102,T0000004016,S002,1
4103,4103,T0000004017,S005,1
4104,4104,T0000004018,S004,1
4105,4105,T0000004019,S005,1
4106,4106,T0000004019,S005,1
4107,4107,T0000004020,S002,2
4108,4108,T0000004021,S005,1
4109,4109,T0000004022,S001,1
4110,4110,T0000004023,S005,1
4111,4111,T0000004024,S001,2
4112,4112,T0000004025,S003,1
4113,4113,T0000004026,S001,1
4114,4114,T0000004027,S001,1
4115,4115,T0000004028,S003,1
4116,4116,T0000004029,S001,1
4117,4117,T0000004030,S002,1
4118,4118,T0000004031,S003,1
4119,4119,T0000004032,S001,1
4120,4120,T0000004033,S004,1
4121,4121,T0000004034,S005,1
4122,4122,T0000004035,S001,1
4123,4123,T0000004036,S001,2
4124,4124,T0000004037,S005,1
4125,4125,T0000004038,S003,2
4126,4126,T0000004039,S001,1
4127,4127,T0000004040,S001,3
4128,4128,T0000004041,S001,1
4129,4129,T0000004042,S004,1
4130,4130,T0000004043,S004,1
4131,4131,T0000004044,S005,1
4132,4132,T0000004045,S003,1
4133,4133,T0000004046,S004,1
4134,4134,T0000004047,S004,1
4135,4135,T0000004048,S005,1
4136,4136,T0000004049,S001,2
4137,4137,T0000004050,S001,1
4138,4138,T0000004051,S002,1
4139,4139,T0000004051,S003,1
4140,4140,T0000004052,S001,1
4141,4141,T0000004053,S001,2
4142,4142,T0000004054,S001,1
4143,4143,T0000004055,S001,2
4144,4144,T0000004056,S002,1
4145,4145,T0000004057,S001,1
4146,4146,T0000004058,S003,1
4147,4147,T0000004059,S001,2
4148,4148,T0000004060,S001,1
4149,4149,T0000004061,S002,1
4150,4150,T0000004062,S003,1
4151,4151,T0000004063,S002,1
4152,4152,T0000004064,S001,1
4153,4153,T0000004065,S001,3
4154,4154,T0000004066,S002,3
4155,4155,T0000004067,S005,1
4156,4156,T0000004068,S002,2
4157,4157,T0000004069,S002,1
4158,4158,T0000004070,S001,1
4159,4159,T0000004071,S001,1
4160,4160,T0000004072,S003,1
4161,4161,T0000004073,S005,1
4162,4162,T0000004074,S005,1
4163,4163,T0000004075,S002,2
4164,4164,T0000004076,S005,1
4165,4165,T0000004077,S005,1
4166,4166,T0000004078,S005,1
4167,4167,T0000004079,S003,2
4168,4168,T0000004080,S002,1
4169,4169,T0000004081,S003,1
4170,4170,T0000004082,S001,2
4171,4171,T0000004083,S001,1
4172,4172,T0000004084,S002,2
4173,4173,T0000004085,S003,1
4174,4174,T0000004086,S002,1
4175,4175,T0000004087,S001,1
4176,4176,T0000004088,S001,1
4177,4177,T0000004089,S001,1
4178,4178,T0000004090,S004,1
4179,4179,T0000004091,S002,1
4180,4180,T0000004092,S001,1
4181,4181,T0000004093,S005,1
4182,4182,T0000004094,S005,1
4183,4183,T0000004095,S002,1
4184,4184,T0000004096,S003,2
4185,4185,T0000004097,S002,1
4186,4186,T0000004098,S005,1
4187,4187,T0000004099,S001,1
4188,4188,T0000004100,S001,1
4189,4189,T0000004101,S001,1
4190,4190,T0000004102,S003,1
4191,4191,T0000004103,S005,1
4192,4192,T0000004104,S001,1
4193,4193,T0000004105,S002,1
4194,4194,T0000004106,S004,1
4195,4195,T0000004107,S004,1
4196,4196,T0000004108,S001,1
4197,4197,T0000004109,S001,1
4198,4198,T0000004110,S001,1
4199,4199,T0000004111,S005,1
4200,4200,T0000004112,S003,2
4201,4201,T0000004113,S001,2
4202,4202,T0000004114,S005,2
4203,4203,T0000004115,S001,1
4204,4204,T0000004116,S004,2
4205,4205,T0000004117,S004,1
4206,4206,T0000004118,S005,1
4207,4207,T0000004119,S003,2
4208,4208,T0000004120,S002,2
4209,4209,T0000004121,S003,1
4210,4210,T0000004122,S001,1
4211,4211,T0000004123,S005,1
4212,4212,T0000004124,S004,1
4213,4213,T0000004125,S005,1
4214,4214,T0000004126,S001,1
4215,4215,T0000004127,S001,1
4216,4216,T0000004128,S005,1
4217,4217,T0000004129,S005,1
4218,4218,T0000004130,S002,2
4219,4219,T0000004131,S003,1
4220,4220,T0000004132,S002,1
4221,4221,T0000004133,S001,1
4222,4222,T0000004133,S001,1
4223,4223,T0000004133,S001,4
4224,4224,T0000004134,S005,1
4225,4225,T0000004135,S003,1
4226,4226,T0000004136,S001,1
4227,4227,T0000004137,S005,1
4228,4228,T0000004138,S003,1
4229,4229,T0000004139,S001,2
4230,4230,T0000004140,S005,1
4231,4231,T0000004141,S004,1
4232,4232,T0000004142,S005,1
4233,4233,T0000004143,S002,1
4234,4234,T0000004144,S002,1
4235,4235,T0000004145,S005,1
4236,4236,T0000004146,S002,1
4237,4237,T0000004147,S001,1
4238,4238,T0000004148,S005,1
4239,4239,T0000004149,S005,1
4240,4240,T0000004150,S001,1
4241,4241,T0000004151,S001,2
4242,4242,T0000004152,S001,1
4243,4243,T0000004153,S003,2
4244,4244,T0000004154,S001,1
4245,4245,T0000004154,S005,2
4246,4246,T0000004155,S003,1
4247,4247,T0000004156,S004,1
4248,4248,T0000004157,S005,1
4249,4249,T0000004158,S002,1
4250,4250,T0000004159,S005,1
4251,4251,T0000004160,S001,2
4252,4252,T0000004161,S005,1
4253,4253,T0000004162,S005,1
4254,4254,T0000004163,S005,1
4255,4255,T0000004164,S004,1
4256,4256,T0000004164,S004,1
4257,4257,T0000004165,S003,2
4258,4258,T0000004166,S001,1
4259,4259,T0000004167,S002,1
4260,4260,T0000004168,S002,1
4261,4261,T0000004169,S001,1
4262,4262,T0000004170,S005,1
4263,4263,T0000004171,S003,1
4264,4264,T0000004172,S002,1
4265,4265,T0000004173,S005,1
4266,4266,T0000004174,S004,1
4267,4267,T0000004175,S003,1
4268,4268,T0000004176,S001,2
4269,4269,T0000004177,S001,1
4270,4270,T0000004178,S001,1
4271,4271,T0000004179,S003,1
4272,4272,T0000004180,S003,1
4273,4273,T0000004181,S005,1
4274,4274,T0000004182,S001,1
4275,4275,T0000004183,S003,1
4276,4276,T0000004183,S001,3
4277,4277,T0000004184,S005,1
4278,4278,T0000004185,S002,1
4279,4279,T0000004186,S001,1
4280,4280,T0000004187,S001,2
4281,4281,T0000004188,S002,2
4282,4282,T0000004189,S001,1
4283,4283,T0000004190,S001,1
4284,4284,T0000004191,S001,1
4285,4285,T0000004192,S004,1
4286,4286,T0000004193,S004,1
4287,4287,T0000004194,S004,1
4288,4288,T0000004195,S005,1
4289,4289,T0000004196,S002,1
4290,4290,T0000004197,S003,1
4291,4291,T0000004198,S005,1
4292,4292,T0000004199,S001,1
4293,4293,T0000004200,S001,1
4294,4294,T0000004201,S005,1
4295,4295,T0000004202,S001,1
4296,4296,T0000004203,S002,1
4297,4297,T0000004204,S004,1
4298,4298,T0000004205,S005,1
4299,4299,T0000004206,S001,1
4300,4300,T0000004207,S002,1
4301,4301,T0000004208,S001,1
4302,4302,T0000004209,S005,1
4303,4303,T0000004210,S005,1
4304,4304,T0000004211,S001,1
4305,4305,T0000004212,S001,1
4306,4306,T0000004213,S002,1
4307,4307,T0000004214,S004,1
4308,4308,T0000004215,S003,1
4309,4309,T0000004216,S004,2
4310,4310,T0000004217,S002,1
4311,4311,T0000004218,S001,1
4312,4312,T0000004219,S005,1
4313,4313,T0000004220,S002,1
4314,4314,T0000004221,S001,1
4315,4315,T0000004222,S005,1
4316,4316,T0000004223,S002,2
4317,4317,T0000004224,S001,1
4318,4318,T0000004225,S003,1
4319,4319,T0000004226,S001,1
4320,4320,T0000004227,S002,1
4321,4321,T0000004228,S001,1
4322,4322,T0000004229,S005,1
4323,4323,T0000004230,S001,1
4324,4324,T0000004231,S003,1
4325,4325,T0000004232,S002,1
4326,4326,T0000004233,S001,2
4327,4327,T0000004234,S004,1
4328,4328,T0000004235,S001,1
4329,4329,T0000004236,S005,1
4330,4330,T0000004237,S003,2
4331,4331,T0000004238,S002,2
4332,4332,T0000004239,S005,1
4333,4333,T0000004240,S002,1
4334,4334,T0000004241,S002,1
4335,4335,T0000004242,S001,1
4336,4336,T0000004243,S005,1
4337,4337,T0000004244,S001,1
4338,4338,T0000004245,S005,1
4339,4339,T0000004246,S001,1
4340,4340,T0000004247,S004,1
4341,4341,T0000004247,S005,1
4342,4342,T0000004248,S001,1
4343,4343,T0000004249,S002,1
4344,4344,T0000004250,S001,1
4345,4345,T0000004251,S004,1
4346,4346,T0000004252,S001,3
4347,4347,T0000004253,S002,1
4348,4348,T0000004254,S005,1
4349,4349,T0000004255,S001,1
4350,4350,T0000004256,S001,2
4351,4351,T0000004257,S001,1
4352,4352,T0000004258,S005,1
4353,4353,T0000004259,S002,1
4354,4354,T0000004260,S001,1
4355,4355,T0000004261,S001,2
4356,4356,T0000004262,S001,1
4357,4357,T0000004263,S002,1
4358,4358,T0000004264,S001,1
4359,4359,T0000004265,S004,1
4360,4360,T0000004266,S001,3
4361,4361,T0000004267,S002,1
4362,4362,T0000004268,S002,1
4363,4363,T0000004269,S001,2
4364,4364,T0000004270,S004,1
4365,4365,T0000004271,S002,1
4366,4366,T0000004272,S001,2
4367,4367,T0000004273,S002,2
4368,4368,T0000004274,S005,1
4369,4369,T0000004275,S001,1
4370,4370,T0000004276,S005,1
4371,4371,T0000004277,S002,1
4372,4372,T0000004277,S001,1
4373,4373,T0000004278,S003,1
4374,4374,T0000004279,S001,2
4375,4375,T0000004280,S003,1
4376,4376,T0000004281,S001,2
4377,4377,T0000004282,S005,1
4378,4378,T0000004283,S005,1
4379,4379,T0000004284,S002,1
4380,4380,T0000004285,S005,1
4381,4381,T0000004286,S004,1
4382,4382,T0000004287,S001,3
4383,4383,T0000004288,S001,2
4384,4384,T0000004288,S001,1
4385,4385,T0000004289,S004,2
4386,4386,T0000004290,S001,3
4387,4387,T0000004291,S004,1
4388,4388,T0000004292,S001,2
4389,4389,T0000004293,S001,1
4390,4390,T0000004294,S002,1
4391,4391,T0000004295,S001,1
4392,4392,T0000004296,S001,4
4393,4393,T0000004297,S005,1
4394,4394,T0000004298,S002,2
4395,4395,T0000004298,S005,1
4396,4396,T0000004299,S001,1
4397,4397,T0000004300,S002,1
4398,4398,T0000004301,S005,1
4399,4399,T0000004302,S001,1
4400,4400,T0000004303,S002,1
4401,4401,T0000004303,S002,1
4402,4402,T0000004304,S005,1
4403,4403,T0000004305,S005,1
4404,4404,T0000004306,S004,1
4405,4405,T0000004307,S002,1
4406,4406,T0000004308,S005,1
4407,4407,T0000004308,S001,4
4408,4408,T0000004309,S005,1
4409,4409,T0000004310,S004,1
4410,4410,T0000004311,S001,1
4411,4411,T0000004312,S005,1
4412,4412,T0000004313,S001,1
4413,4413,T0000004314,S001,1
4414,4414,T0000004315,S005,1
4415,4415,T0000004316,S002,3
4416,4416,T0000004317,S003,1
4417,4417,T0000004318,S003,1
4418,4418,T0000004319,S004,1
4419,4419,T0000004320,S002,1
4420,4420,T0000004321,S001,1
4421,4421,T0000004322,S001,1
4422,4422,T0000004323,S005,1
4423,4423,T0000004323,S002,1
4424,4424,T0000004324,S005,1
4425,4425,T0000004325,S002,1
4426,4426,T0000004326,S004,1
4427,4427,T0000004327,S002,1
4428,4428,T0000004328,S003,1
4429,4429,T0000004329,S002,1
4430,4430,T0000004330,S004,1
4431,4431,T0000004331,S001,3
4432,4432,T0000004332,S005,1
4433,4433,T0000004333,S002,2
4434,4434,T0000004334,S005,1
4435,4435,T0000004335,S005,1
4436,4436,T0000004336,S004,1
4437,4437,T0000004337,S002,1
4438,4438,T0000004337,S004,1
4439,4439,T0000004338,S003,1
4440,4440,T0000004339,S004,1
4441,4441,T0000004340,S001,1
4442,4442,T0000004341,S004,1
4443,4443,T0000004342,S001,1
4444,4444,T0000004343,S002,1
4445,4445,T0000004344,S001,1
4446,4446,T0000004345,S002,2
4447,4447,T0000004346,S003,1
4448,4448,T0000004347,S002,1
4449,4449,T0000004348,S005,1
4450,4450,T0000004349,S001,1
4451,4451,T0000004350,S001,1
4452,4452,T0000004351,S002,1
4453,4453,T0000004352,S001,2
4454,4454,T0000004353,S001,1
4455,4455,T0000004354,S001,1
4456,4456,T0000004355,S003,1
4457,4457,T0000004356,S005,1
4458,4458,T0000004357,S005,1
4459,4459,T0000004358,S005,1
4460,4460,T0000004359,S002,1
4461,4461,T0000004360,S001,2
4462,4462,T0000004361,S003,2
4463,4463,T0000004362,S002,1
4464,4464,T0000004363,S002,1
4465,4465,T0000004364,S001,1
4466,4466,T0000004365,S005,1
4467,4467,T0000004366,S004,1
4468,4468,T0000004367,S002,1
4469,4469,T0000004368,S002,1
4470,4470,T0000004369,S003,1
4471,4471,T0000004369,S003,1
4472,4472,T0000004370,S001,1
4473,4473,T0000004371,S001,2
4474,4474,T0000004372,S003,2
4475,4475,T0000004373,S003,1
4476,4476,T0000004374,S002,1
4477,4477,T0000004375,S002,1
4478,4478,T0000004376,S003,1
4479,4479,T0000004377,S005,1
4480,4480,T0000004378,S003,1
4481,4481,T0000004379,S005,1
4482,4482,T0000004380,S005,1
4483,4483,T0000004381,S005,1
4484,4484,T0000004382,S005,1
4485,4485,T0000004383,S001,1
4486,4486,T0000004384,S002,1
4487,4487,T0000004385,S001,1
4488,4488,T0000004386,S001,2
4489,4489,T0000004386,S002,1
4490,4490,T0000004387,S005,1
4491,4491,T0000004388,S001,1
4492,4492,T0000004389,S004,1
4493,4493,T0000004390,S005,1
4494,4494,T0000004391,S004,1
4495,4495,T0000004392,S001,1
4496,4496,T0000004393,S004,1
4497,4497,T0000004394,S005,1
4498,4498,T0000004395,S003,1
4499,4499,T0000004396,S004,1
4500,4500,T0000004397,S001,1
4501,4501,T0000004398,S002,1
4502,4502,T0000004399,S002,1
4503,4503,T0000004400,S003,1
4504,4504,T0000004401,S002,1
4505,4505,T0000004402,S003,1
4506,4506,T0000004403,S002,1
4507,4507,T0000004404,S001,1
4508,4508,T0000004405,S005,1
4509,4509,T0000004406,S001,1
4510,4510,T0000004407,S004,1
4511,4511,T0000004408,S005,1
4512,4512,T0000004409,S003,1
4513,4513,T0000004410,S001,1
4514,4514,T0000004411,S005,1
4515,4515,T0000004411,S005,1
4516,4516,T0000004412,S005,1
4517,4517,T0000004413,S001,3
4518,4518,T0000004414,S001,1
4519,4519,T0000004415,S001,1
4520,4520,T0000004416,S005,1
4521,4521,T0000004417,S001,1
4522,4522,T0000004417,S003,1
4523,4523,T0000004418,S005,1
4524,4524,T0000004419,S005,1
4525,4525,T0000004420,S004,1
4526,4526,T0000004421,S002,1
4527,4527,T0000004422,S001,1
4528,4528,T0000004423,S001,1
4529,4529,T0000004424,S004,1
4530,4530,T0000004425,S001,3
4531,4531,T0000004426,S005,1
4532,4532,T0000004427,S001,1
4533,4533,T0000004428,S004,1
4534,4534,T0000004429,S001,1
4535,4535,T0000004429,S001,2
4536,4536,T0000004430,S005,1
4537,4537,T0000004431,S005,1
4538,4538,T0000004432,S002,1
4539,4539,T0000004433,S001,1
4540,4540,T0000004434,S001,1
4541,4541,T0000004435,S003,1
4542,4542,T0000004436,S003,1
4543,4543,T0000004437,S005,1
4544,4544,T0000004438,S003,1
4545,4545,T0000004439,S001,1
4546,4546,T0000004440,S004,1
4547,4547,T0000004441,S004,1
4548,4548,T0000004442,S005,1
4549,4549,T0000004443,S005,1
4550,4550,T0000004444,S001,2
4551,4551,T0000004445,S005,1
4552,4552,T0000004446,S004,1
4553,4553,T0000004447,S001,1
4554,4554,T0000004448,S005,1
4555,4555,T0000004449,S002,3
4556,4556,T0000004450,S005,1
